Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Statement - TCflag = true,Chrome 66.0.3359.139,,10-05-2018 21:12,10-05-2018 21:12,0.000s,PASSED
Statement - Try,Chrome 66.0.3359.139,,10-05-2018 21:12,10-05-2018 21:12,37.227s,PASSED
Statement - assert TCflag == true,Chrome 66.0.3359.139,,10-05-2018 21:12,10-05-2018 21:12,0.000s,PASSED
Start listener action : sampleAfterTestCase,Chrome 66.0.3359.139,,10-05-2018 21:12,10-05-2018 21:12,0.656s,PASSED
,,,,,,
Test Cases/CreateGroupTC/HME-CreateGroup-08,Chrome 66.0.3359.139,To verify that Group names are unique,10-05-2018 21:12,10-05-2018 21:17,4m - 8.017s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 66.0.3359.139,,10-05-2018 21:12,10-05-2018 21:13,3.548s,PASSED
Statement - TCflag = true,Chrome 66.0.3359.139,,10-05-2018 21:13,10-05-2018 21:13,0.000s,PASSED
Statement - Try,Chrome 66.0.3359.139,,10-05-2018 21:13,10-05-2018 21:17,4m - 3.418s,PASSED
Start listener action : sampleAfterTestCase,Chrome 66.0.3359.139,,10-05-2018 21:17,10-05-2018 21:17,0.863s,PASSED
,,,,,,
Test Cases/CreateGroupTC/HME-DeleteGroup-07,Chrome 66.0.3359.139,To verify that public admin is able to delete a group,10-05-2018 21:17,10-05-2018 21:21,4m - 30.648s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 66.0.3359.139,,10-05-2018 21:17,10-05-2018 21:17,3.543s,PASSED
Statement - TCflag = true,Chrome 66.0.3359.139,,10-05-2018 21:17,10-05-2018 21:17,0.000s,PASSED
Statement - Try,Chrome 66.0.3359.139,,10-05-2018 21:17,10-05-2018 21:21,4m - 26.176s,PASSED
Start listener action : sampleAfterTestCase,Chrome 66.0.3359.139,,10-05-2018 21:21,10-05-2018 21:21,0.651s,PASSED
,,,,,,
Test Cases/GoalStatisticsTC/HME-Goal Statistics Report-01,Chrome 66.0.3359.139,To verify that public admin is able to view Goal Statistics Reports screen,10-05-2018 21:21,10-05-2018 21:24,2m - 59.487s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 66.0.3359.139,,10-05-2018 21:21,10-05-2018 21:21,3.560s,PASSED
Statement - TCflag = true,Chrome 66.0.3359.139,,10-05-2018 21:21,10-05-2018 21:21,0.000s,PASSED
Statement - Try,Chrome 66.0.3359.139,,10-05-2018 21:21,10-05-2018 21:24,2m - 54.987s,PASSED
Statement - assert TCflag == true,Chrome 66.0.3359.139,,10-05-2018 21:24,10-05-2018 21:24,0.000s,PASSED
Start listener action : sampleAfterTestCase,Chrome 66.0.3359.139,,10-05-2018 21:24,10-05-2018 21:24,0.719s,PASSED
,,,,,,
Test Cases/SummaryReportsTC/HME-Summary Report-01,Chrome 66.0.3359.139,To verify that public admin is able to view Summary Reports screen,10-05-2018 21:24,10-05-2018 21:27,2m - 34.974s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 66.0.3359.139,,10-05-2018 21:24,10-05-2018 21:24,3.714s,PASSED
Statement - TCflag = true,Chrome 66.0.3359.139,,10-05-2018 21:24,10-05-2018 21:24,0.000s,PASSED
Statement - Try,Chrome 66.0.3359.139,,10-05-2018 21:24,10-05-2018 21:27,2m - 30.316s,PASSED
Statement - assert TCflag == true,Chrome 66.0.3359.139,,10-05-2018 21:27,10-05-2018 21:27,0.000s,PASSED
Start listener action : sampleAfterTestCase,Chrome 66.0.3359.139,,10-05-2018 21:27,10-05-2018 21:27,0.710s,PASSED
,,,,,,
Test Cases/SummaryReportsTC/HME-Summary Report-07,Chrome 66.0.3359.139,To verify that public admin is able to generate weekly summary report for selected groups/stores for maximum of 2 months,10-05-2018 21:27,10-05-2018 21:30,3m - 3.962s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 66.0.3359.139,,10-05-2018 21:27,10-05-2018 21:27,3.612s,PASSED
Statement - TCflag = true,Chrome 66.0.3359.139,,10-05-2018 21:27,10-05-2018 21:27,0.000s,PASSED
Statement - Try,Chrome 66.0.3359.139,,10-05-2018 21:27,10-05-2018 21:30,2m - 59.392s,PASSED
Statement - assert TCflag == true,Chrome 66.0.3359.139,,10-05-2018 21:30,10-05-2018 21:30,0.000s,PASSED
Start listener action : sampleAfterTestCase,Chrome 66.0.3359.139,,10-05-2018 21:30,10-05-2018 21:30,0.728s,PASSED
,,,,,,
Test Cases/SummaryReportsTC/HME-Summary Report-08,Chrome 66.0.3359.139,To verify that public admin is able to generate day summary report for selected groups/stores for maximum of 1 month,10-05-2018 21:30,10-05-2018 21:33,3m - 3.297s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 66.0.3359.139,,10-05-2018 21:30,10-05-2018 21:30,3.523s,PASSED
Statement - TCflag = true,Chrome 66.0.3359.139,,10-05-2018 21:30,10-05-2018 21:30,0.000s,PASSED
Statement - Try,Chrome 66.0.3359.139,,10-05-2018 21:30,10-05-2018 21:33,2m - 58.906s,PASSED
Statement - assert TCflag == true,Chrome 66.0.3359.139,,10-05-2018 21:33,10-05-2018 21:33,0.000s,PASSED
Start listener action : sampleAfterTestCase,Chrome 66.0.3359.139,,10-05-2018 21:33,10-05-2018 21:33,0.650s,PASSED
,,,,,,
Test Cases/SummaryReportsTC/HME-Summary Report-09,Chrome 66.0.3359.139,To verify that public admin is able to generate daypart summary report for selected groups/stores for maximum of 2 weeks,10-05-2018 21:33,10-05-2018 21:36,3m - 4.121s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 66.0.3359.139,,10-05-2018 21:33,10-05-2018 21:33,3.477s,PASSED
Statement - TCflag = true,Chrome 66.0.3359.139,,10-05-2018 21:33,10-05-2018 21:33,0.000s,PASSED
Statement - Try,Chrome 66.0.3359.139,,10-05-2018 21:33,10-05-2018 21:36,2m - 59.815s,PASSED
Statement - assert TCflag == true,Chrome 66.0.3359.139,,10-05-2018 21:36,10-05-2018 21:36,0.001s,PASSED
Start listener action : sampleAfterTestCase,Chrome 66.0.3359.139,,10-05-2018 21:36,10-05-2018 21:36,0.654s,PASSED
,,,,,,
Test Cases/SummaryReportsTC/HME-Summary Report-10,Chrome 66.0.3359.139,To verify that public admin is able to generate raw data summary report for selected groups/stores for maximum of 1 day,10-05-2018 21:36,10-05-2018 21:39,3m - 23.345s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 66.0.3359.139,,10-05-2018 21:36,10-05-2018 21:36,3.525s,PASSED
Statement - TCflag = true,Chrome 66.0.3359.139,,10-05-2018 21:36,10-05-2018 21:36,0.000s,PASSED
Statement - Try,Chrome 66.0.3359.139,,10-05-2018 21:36,10-05-2018 21:39,3m - 18.999s,PASSED
Statement - assert TCflag == true,Chrome 66.0.3359.139,,10-05-2018 21:39,10-05-2018 21:39,0.000s,PASSED
Start listener action : sampleAfterTestCase,Chrome 66.0.3359.139,,10-05-2018 21:39,10-05-2018 21:39,0.664s,PASSED
