Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Test Cases/SummaryReportsTC/HME-Summary Report-11,Chrome 66.0.3359.181,To verify that public admin is able to generate day summary report for maximum of 1 month with 250 stores by using Advanced options,2018-05-29 13:21:50,2018-05-29 13:25:33,3m - 42.959s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 66.0.3359.181,,2018-05-29 13:21:50,2018-05-29 13:21:54,3.578s,PASSED
Statement - TCflag = true,Chrome 66.0.3359.181,,2018-05-29 13:21:54,2018-05-29 13:21:54,0.000s,PASSED
Statement - Try,Chrome 66.0.3359.181,,2018-05-29 13:21:54,2018-05-29 13:25:32,3m - 38.464s,PASSED
Statement - assert TCflag == true,Chrome 66.0.3359.181,,2018-05-29 13:25:32,2018-05-29 13:25:32,0.000s,PASSED
Start listener action : sampleAfterTestCase,Chrome 66.0.3359.181,,2018-05-29 13:25:32,2018-05-29 13:25:33,0.663s,PASSED
,,,,,,
Test Cases/SummaryReportsTC/HME-Summary Report-13,Chrome 66.0.3359.181,To verify that public admin is able to generate week summary report for maximum of 2 months with 250 stores by using Advanced options,2018-05-29 13:25:33,2018-05-29 13:28:13,2m - 39.911s,FAILED
Start listener action : sampleBeforeTestCase,Chrome 66.0.3359.181,,2018-05-29 13:25:33,2018-05-29 13:25:36,3.535s,PASSED
Statement - TCflag = true,Chrome 66.0.3359.181,,2018-05-29 13:25:37,2018-05-29 13:25:37,0.000s,PASSED
Statement - Try,Chrome 66.0.3359.181,,2018-05-29 13:25:37,2018-05-29 13:28:12,2m - 35.490s,PASSED
Statement - Catch (Exception e),Chrome 66.0.3359.181,,2018-05-29 13:28:12,2018-05-29 13:28:12,0.008s,PASSED
Statement - assert TCflag == true,Chrome 66.0.3359.181,,2018-05-29 13:28:12,2018-05-29 13:28:12,0.001s,PASSED
Start listener action : sampleAfterTestCase,Chrome 66.0.3359.181,,2018-05-29 13:28:12,2018-05-29 13:28:13,0.672s,PASSED
,,,,,,
Test Cases/SummaryReportsTC/HME-Summary Report-12,Chrome 66.0.3359.181,To verify that public admin is able to generate daypart summary report for maximum of 3 weeks with 250 stores by using Advanced options,2018-05-29 13:28:13,2018-05-29 13:34:17,6m - 4.703s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 66.0.3359.181,,2018-05-29 13:28:13,2018-05-29 13:28:16,3.620s,PASSED
Statement - TCflag = true,Chrome 66.0.3359.181,,2018-05-29 13:28:17,2018-05-29 13:28:17,0.001s,PASSED
Statement - Try,Chrome 66.0.3359.181,,2018-05-29 13:28:17,2018-05-29 13:34:17,6m - 0.176s,PASSED
Statement - assert TCflag == true,Chrome 66.0.3359.181,,2018-05-29 13:34:17,2018-05-29 13:34:17,0.000s,PASSED
Start listener action : sampleAfterTestCase,Chrome 66.0.3359.181,,2018-05-29 13:34:17,2018-05-29 13:34:17,0.659s,PASSED
,,,,,,
Test Cases/SummaryReportsTC/HME-Summary Report-14,Chrome 66.0.3359.181,To verify that public admin is able to generate day summary report for maximum of 1 month with 100 stores by using Advanced options,2018-05-29 13:34:17,2018-05-29 13:39:17,4m - 59.052s,FAILED
Start listener action : sampleBeforeTestCase,Chrome 66.0.3359.181,,2018-05-29 13:34:18,2018-05-29 13:34:21,3.581s,PASSED
Statement - TCflag = true,Chrome 66.0.3359.181,,2018-05-29 13:34:21,2018-05-29 13:34:21,0.000s,PASSED
Statement - Try,Chrome 66.0.3359.181,,2018-05-29 13:34:21,2018-05-29 13:39:16,4m - 54.540s,FAILED
Statement - assert TCflag == true,Chrome 66.0.3359.181,,2018-05-29 13:39:16,2018-05-29 13:39:16,0.001s,PASSED
Start listener action : sampleAfterTestCase,Chrome 66.0.3359.181,,2018-05-29 13:39:16,2018-05-29 13:39:17,0.682s,PASSED
,,,,,,
Test Cases/SummaryReportsTC/HME-Summary Report-15,Chrome 66.0.3359.181,To verify that public admin is able to generate daypart summary report for maximum of 3 months with 100 stores by using Advanced options,2018-05-29 13:39:17,2018-05-29 13:42:44,3m - 27.512s,FAILED
Start listener action : sampleBeforeTestCase,Chrome 66.0.3359.181,,2018-05-29 13:39:17,2018-05-29 13:39:20,3.671s,PASSED
Statement - TCflag = true,Chrome 66.0.3359.181,,2018-05-29 13:39:20,2018-05-29 13:39:20,0.000s,PASSED
Statement - Try,Chrome 66.0.3359.181,,2018-05-29 13:39:20,2018-05-29 13:42:43,3m - 22.963s,FAILED
Statement - assert TCflag == true,Chrome 66.0.3359.181,,2018-05-29 13:42:43,2018-05-29 13:42:43,0.000s,PASSED
Start listener action : sampleAfterTestCase,Chrome 66.0.3359.181,,2018-05-29 13:42:43,2018-05-29 13:42:44,0.659s,PASSED
