Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Statement - TCflag = true,Chrome 66.0.3359.181,,2018-05-29 12:28:30,2018-05-29 12:28:30,0.000s,PASSED
Statement - Try,Chrome 66.0.3359.181,,2018-05-29 12:28:30,2018-05-29 12:33:12,4m - 41.248s,FAILED
Statement - assert TCflag == true,Chrome 66.0.3359.181,,2018-05-29 12:33:12,2018-05-29 12:33:12,0.000s,PASSED
Start listener action : sampleAfterTestCase,Chrome 66.0.3359.181,,2018-05-29 12:33:12,2018-05-29 12:33:12,0.708s,PASSED
,,,,,,
Test Cases/SummaryReportsTC/HME-Summary Report-12,Chrome 66.0.3359.181,To verify that public admin is able to generate daypart summary report for maximum of 3 weeks with 250 stores by using Advanced options,2018-05-29 12:33:12,2018-05-29 12:38:24,5m - 11.912s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 66.0.3359.181,,2018-05-29 12:33:12,2018-05-29 12:33:16,3.559s,PASSED
Statement - TCflag = true,Chrome 66.0.3359.181,,2018-05-29 12:33:16,2018-05-29 12:33:16,0.000s,PASSED
Statement - Try,Chrome 66.0.3359.181,,2018-05-29 12:33:16,2018-05-29 12:38:24,5m - 7.446s,PASSED
Statement - assert TCflag == true,Chrome 66.0.3359.181,,2018-05-29 12:38:24,2018-05-29 12:38:24,0.000s,PASSED
Start listener action : sampleAfterTestCase,Chrome 66.0.3359.181,,2018-05-29 12:38:24,2018-05-29 12:38:24,0.665s,PASSED
,,,,,,
Test Cases/SummaryReportsTC/HME-Summary Report-13,Chrome 66.0.3359.181,To verify that public admin is able to generate week summary report for maximum of 2 months with 250 stores by using Advanced options,2018-05-29 12:38:24,2018-05-29 12:39:59,1m - 34.976s,FAILED
Start listener action : sampleBeforeTestCase,Chrome 66.0.3359.181,,2018-05-29 12:38:24,2018-05-29 12:38:28,3.885s,PASSED
Statement - TCflag = true,Chrome 66.0.3359.181,,2018-05-29 12:38:28,2018-05-29 12:38:28,0.001s,PASSED
Statement - Try,Chrome 66.0.3359.181,,2018-05-29 12:38:28,2018-05-29 12:39:59,1m - 30.169s,PASSED
Statement - Catch (Exception e),Chrome 66.0.3359.181,,2018-05-29 12:39:59,2018-05-29 12:39:59,0.002s,PASSED
Statement - assert TCflag == true,Chrome 66.0.3359.181,,2018-05-29 12:39:59,2018-05-29 12:39:59,0.000s,PASSED
Start listener action : sampleAfterTestCase,Chrome 66.0.3359.181,,2018-05-29 12:39:59,2018-05-29 12:39:59,0.664s,PASSED
,,,,,,
Test Cases/SummaryReportsTC/HME-Summary Report-15,Chrome 66.0.3359.181,To verify that public admin is able to generate daypart summary report for maximum of 3 months with 100 stores by using Advanced options,2018-05-29 12:39:59,2018-05-29 12:42:07,2m - 7.555s,FAILED
Start listener action : sampleBeforeTestCase,Chrome 66.0.3359.181,,2018-05-29 12:39:59,2018-05-29 12:40:03,3.665s,PASSED
Statement - TCflag = true,Chrome 66.0.3359.181,,2018-05-29 12:40:03,2018-05-29 12:40:03,0.000s,PASSED
Statement - Try,Chrome 66.0.3359.181,,2018-05-29 12:40:03,2018-05-29 12:42:06,2m - 2.758s,PASSED
Statement - Catch (Exception e),Chrome 66.0.3359.181,,2018-05-29 12:42:06,2018-05-29 12:42:06,0.010s,PASSED
Statement - assert TCflag == true,Chrome 66.0.3359.181,,2018-05-29 12:42:06,2018-05-29 12:42:06,0.001s,PASSED
Start listener action : sampleAfterTestCase,Chrome 66.0.3359.181,,2018-05-29 12:42:06,2018-05-29 12:42:07,0.840s,PASSED
