Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Test Cases/GoalStatisticsTC/HME-Goal Statistics Report-01,Chrome 66.0.3359.139,To verify that public admin is able to view Goal Statistics Reports screen,2018-05-10 20:25:58,2018-05-10 20:28:58,3m - 0.417s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 66.0.3359.139,,2018-05-10 20:25:58,2018-05-10 20:26:02,3.495s,PASSED
Statement - TCflag = true,Chrome 66.0.3359.139,,2018-05-10 20:26:02,2018-05-10 20:26:02,0.001s,PASSED
Statement - Try,Chrome 66.0.3359.139,,2018-05-10 20:26:02,2018-05-10 20:28:58,2m - 56.063s,PASSED
Statement - assert TCflag == true,Chrome 66.0.3359.139,,2018-05-10 20:28:58,2018-05-10 20:28:58,0.000s,PASSED
Start listener action : sampleAfterTestCase,Chrome 66.0.3359.139,,2018-05-10 20:28:58,2018-05-10 20:28:58,0.663s,PASSED
,,,,,,
Test Cases/SummaryReportsTC/HME-Summary Report-01,Chrome 66.0.3359.139,To verify that public admin is able to view Summary Reports screen,2018-05-10 20:28:58,2018-05-10 20:31:35,2m - 36.361s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 66.0.3359.139,,2018-05-10 20:28:58,2018-05-10 20:29:02,3.583s,PASSED
Statement - TCflag = true,Chrome 66.0.3359.139,,2018-05-10 20:29:02,2018-05-10 20:29:02,0.000s,PASSED
Statement - Try,Chrome 66.0.3359.139,,2018-05-10 20:29:02,2018-05-10 20:31:34,2m - 31.933s,PASSED
Statement - assert TCflag == true,Chrome 66.0.3359.139,,2018-05-10 20:31:34,2018-05-10 20:31:34,0.001s,PASSED
Start listener action : sampleAfterTestCase,Chrome 66.0.3359.139,,2018-05-10 20:31:34,2018-05-10 20:31:35,0.650s,PASSED
,,,,,,
Test Cases/SummaryReportsTC/HME-Summary Report-07,Chrome 66.0.3359.139,To verify that public admin is able to generate weekly summary report for selected groups/stores for maximum of 2 months,2018-05-10 20:31:35,2018-05-10 20:34:38,3m - 3.645s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 66.0.3359.139,,2018-05-10 20:31:35,2018-05-10 20:31:38,3.634s,PASSED
Statement - TCflag = true,Chrome 66.0.3359.139,,2018-05-10 20:31:39,2018-05-10 20:31:39,0.000s,PASSED
Statement - Try,Chrome 66.0.3359.139,,2018-05-10 20:31:39,2018-05-10 20:34:38,2m - 59.149s,PASSED
Statement - assert TCflag == true,Chrome 66.0.3359.139,,2018-05-10 20:34:38,2018-05-10 20:34:38,0.000s,PASSED
Start listener action : sampleAfterTestCase,Chrome 66.0.3359.139,,2018-05-10 20:34:38,2018-05-10 20:34:38,0.648s,PASSED
,,,,,,
Test Cases/SummaryReportsTC/HME-Summary Report-08,Chrome 66.0.3359.139,To verify that public admin is able to generate day summary report for selected groups/stores for maximum of 1 month,2018-05-10 20:34:38,2018-05-10 20:37:45,3m - 7.023s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 66.0.3359.139,,2018-05-10 20:34:38,2018-05-10 20:34:42,3.523s,PASSED
Statement - TCflag = true,Chrome 66.0.3359.139,,2018-05-10 20:34:42,2018-05-10 20:34:42,0.000s,PASSED
Statement - Try,Chrome 66.0.3359.139,,2018-05-10 20:34:42,2018-05-10 20:37:45,3m - 2.619s,PASSED
Statement - assert TCflag == true,Chrome 66.0.3359.139,,2018-05-10 20:37:45,2018-05-10 20:37:45,0.000s,PASSED
Start listener action : sampleAfterTestCase,Chrome 66.0.3359.139,,2018-05-10 20:37:45,2018-05-10 20:37:45,0.692s,PASSED
,,,,,,
Test Cases/SummaryReportsTC/HME-Summary Report-09,Chrome 66.0.3359.139,To verify that public admin is able to generate daypart summary report for selected groups/stores for maximum of 2 weeks,2018-05-10 20:37:45,2018-05-10 20:40:50,3m - 4.679s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 66.0.3359.139,,2018-05-10 20:37:46,2018-05-10 20:37:49,3.554s,PASSED
Statement - TCflag = true,Chrome 66.0.3359.139,,2018-05-10 20:37:49,2018-05-10 20:37:49,0.000s,PASSED
Statement - Try,Chrome 66.0.3359.139,,2018-05-10 20:37:49,2018-05-10 20:40:50,3m - 0.261s,PASSED
Statement - assert TCflag == true,Chrome 66.0.3359.139,,2018-05-10 20:40:50,2018-05-10 20:40:50,0.000s,PASSED
Start listener action : sampleAfterTestCase,Chrome 66.0.3359.139,,2018-05-10 20:40:50,2018-05-10 20:40:50,0.652s,PASSED
,,,,,,
Test Cases/SummaryReportsTC/HME-Summary Report-10,Chrome 66.0.3359.139,To verify that public admin is able to generate raw data summary report for selected groups/stores for maximum of 1 day,2018-05-10 20:40:50,2018-05-10 20:44:09,3m - 19.094s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 66.0.3359.139,,2018-05-10 20:40:50,2018-05-10 20:40:54,3.556s,PASSED
Statement - TCflag = true,Chrome 66.0.3359.139,,2018-05-10 20:40:54,2018-05-10 20:40:54,0.000s,PASSED
Statement - Try,Chrome 66.0.3359.139,,2018-05-10 20:40:54,2018-05-10 20:44:09,3m - 14.703s,PASSED
Statement - assert TCflag == true,Chrome 66.0.3359.139,,2018-05-10 20:44:09,2018-05-10 20:44:09,0.000s,PASSED
Start listener action : sampleAfterTestCase,Chrome 66.0.3359.139,,2018-05-10 20:44:09,2018-05-10 20:44:09,0.646s,PASSED
